Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
6/12/2018,BAJAJFINSV,EQ,6068.95,6120,6120,6045.3,6080.15,6078.55,6087.11,106911,6.50779E+13,16089,40778,0.3814
6/13/2018,BAJAJFINSV,EQ,6078.55,6078,6108,6015.1,6085,6074.8,6078.26,93790,5.7008E+13,17005,31346,0.3342
6/14/2018,BAJAJFINSV,EQ,6074.8,6070,6070,5991.3,6021,6028,6029.42,65910,3.97399E+13,9471,22032,0.3343
6/15/2018,BAJAJFINSV,EQ,6028,6025,6033.25,5930.35,5967.1,5979.1,5978.63,251127,1.5014E+14,32157,145955,0.5812
6/18/2018,BAJAJFINSV,EQ,5979.1,5965.9,6073.25,5962.6,5970,5995.75,6028.41,97677,5.88837E+13,10714,23821,0.2439
6/19/2018,BAJAJFINSV,EQ,5995.75,5975,5991.75,5901,5905,5913.2,5932.4,124685,7.39681E+13,20551,59640,0.4783
6/20/2018,BAJAJFINSV,EQ,5913.2,5936.95,5969.9,5908.55,5938.95,5947.55,5938.64,149334,8.8684E+13,25101,64805,0.434
6/21/2018,BAJAJFINSV,EQ,5947.55,5959,6034,5950.6,5990.05,5991.55,6006.53,229623,1.37924E+14,27686,114941,0.5006
6/22/2018,BAJAJFINSV,EQ,5991.55,5999.55,6190,5991,6179,6176.5,6099.88,242597,1.47981E+14,25926,52228,0.2153
6/25/2018,BAJAJFINSV,EQ,6176.5,6200,6293.6,6146,6174,6165.65,6229.96,262420,1.63487E+14,28272,61842,0.2357
6/26/2018,BAJAJFINSV,EQ,6165.65,6174.9,6207.5,6061,6069.9,6084.35,6121.49,164996,1.01002E+14,22277,47559,0.2882
6/27/2018,BAJAJFINSV,EQ,6084.35,6089,6119,5940,5975.1,5975.1,6005.78,120421,7.23222E+13,17342,44593,0.3703
6/28/2018,BAJAJFINSV,EQ,5975.1,5980,5980,5760.05,5850.1,5848,5856.39,212176,1.24259E+14,24899,83066,0.3915
6/29/2018,BAJAJFINSV,EQ,5848,5870,5932.7,5808,5830,5821.1,5862.52,153569,9.00301E+13,18165,56790,0.3698
7/2/2018,BAJAJFINSV,EQ,5821.1,5860,5880,5750.45,5762.95,5778.3,5814.11,113658,6.6082E+13,17726,45026,0.3962
7/3/2018,BAJAJFINSV,EQ,5778.3,5777.8,5899,5759.8,5897.55,5885.2,5853.09,162273,9.49798E+13,18450,43065,0.2654
7/4/2018,BAJAJFINSV,EQ,5885.2,5897,6049,5877.9,6035,6032.85,5980.81,192202,1.14952E+14,18755,67511,0.3513
7/5/2018,BAJAJFINSV,EQ,6032.85,6045,6133.45,6045,6075,6069,6090.76,199187,1.2132E+14,19007,67957,0.3412
7/6/2018,BAJAJFINSV,EQ,6069,6080,6159.85,6000,6035,6058.55,6068.95,168049,1.01988E+14,15401,30107,0.1792
7/9/2018,BAJAJFINSV,EQ,6058.55,6090,6165,6052.65,6135,6124.7,6117.95,100337,6.13857E+13,12222,21405,0.2133
7/10/2018,BAJAJFINSV,EQ,6124.7,6160,6215,6126.25,6188.8,6199.8,6184.05,129972,8.03753E+13,18577,47999,0.3693
7/11/2018,BAJAJFINSV,EQ,6199.8,6198,6198,6101.75,6110,6114.25,6140.66,101277,6.21907E+13,13743,34699,0.3426
7/12/2018,BAJAJFINSV,EQ,6114.25,6125,6290,6120.05,6261,6261.3,6241.57,224323,1.40013E+14,21313,68032,0.3033
7/13/2018,BAJAJFINSV,EQ,6261.3,6297.9,6348,6248,6332,6324.45,6310.96,182684,1.15291E+14,16926,47167,0.2582
7/16/2018,BAJAJFINSV,EQ,6324.45,6330,6350.6,6216,6256,6247.85,6254.78,131475,8.22347E+13,17123,52571,0.3999
7/17/2018,BAJAJFINSV,EQ,6247.85,6225,6367,6212.45,6354,6346.05,6298.91,105454,6.64245E+13,12335,26872,0.2548
7/18/2018,BAJAJFINSV,EQ,6346.05,6390,6430,6345,6352,6365.7,6389.58,168066,1.07387E+14,16925,57286,0.3409
7/19/2018,BAJAJFINSV,EQ,6365.7,6377,6377,6120.45,6286,6296.9,6273.26,294030,1.84453E+14,30682,44691,0.152
7/20/2018,BAJAJFINSV,EQ,6296.9,6319,6782,6200,6660.1,6663.95,6587.29,968973,6.3829E+14,100265,174434,0.18
7/23/2018,BAJAJFINSV,EQ,6663.95,6631,6990,6631,6920,6923.1,6867.81,601600,4.13168E+14,65067,100823,0.1676
7/24/2018,BAJAJFINSV,EQ,6923.1,6948,6948,6771.1,6850,6827.7,6838.83,279282,1.90996E+14,32275,41020,0.1469
7/25/2018,BAJAJFINSV,EQ,6827.7,6850,7080,6835.4,6950,6949.5,6999.39,431627,3.02113E+14,58558,111888,0.2592
7/26/2018,BAJAJFINSV,EQ,6949.5,6959,7088,6951.4,7041,7035.3,6999.65,262679,1.83866E+14,33069,74319,0.2829
7/27/2018,BAJAJFINSV,EQ,7035.3,7098.65,7100,6893.55,6925.05,6927.2,6953.67,195800,1.36153E+14,20176,58115,0.2968
7/30/2018,BAJAJFINSV,EQ,6927.2,6964,6978.65,6861.05,6908,6895.85,6909.56,121952,8.42635E+13,13165,25120,0.206
7/31/2018,BAJAJFINSV,EQ,6895.85,6922,7015,6855,6980,6977.3,6930.26,131814,9.13505E+13,15070,36520,0.2771
8/1/2018,BAJAJFINSV,EQ,6977.3,7039.7,7173.2,6941,6972.45,6990.15,7061.29,303720,2.14465E+14,34544,71642,0.2359
8/2/2018,BAJAJFINSV,EQ,6990.15,7037.95,7039,6890,6915,6903.35,6945.4,123608,8.58507E+13,14977,35924,0.2906
8/3/2018,BAJAJFINSV,EQ,6903.35,6960,6983.95,6879.15,6954,6943.15,6932.14,141430,9.80412E+13,13852,50905,0.3599
8/6/2018,BAJAJFINSV,EQ,6943.15,6985,6995,6908,6930,6919.05,6933.05,98437,6.82468E+13,11552,40121,0.4076
8/7/2018,BAJAJFINSV,EQ,6919.05,6933,7020,6905.6,7010,6994.2,6975.28,139986,9.76441E+13,19174,46247,0.3304
8/8/2018,BAJAJFINSV,EQ,6994.2,7038,7099.9,6980.05,7043,7051.6,7054.74,198751,1.40214E+14,18948,44669,0.2247
8/9/2018,BAJAJFINSV,EQ,7051.6,7051.6,7120,7000,7062,7075.1,7061,110927,7.83256E+13,11632,19347,0.1744
8/10/2018,BAJAJFINSV,EQ,7075.1,7072.7,7134.65,6996.35,7105,7083.85,7067.59,139036,9.82649E+13,13458,44102,0.3172
8/13/2018,BAJAJFINSV,EQ,7083.85,7029.25,7076.35,6928.8,6953,6945.45,7012.27,91832,6.43951E+13,11035,25342,0.276
8/14/2018,BAJAJFINSV,EQ,6945.45,6955,7130.45,6955,7100,7112.7,7070.4,246253,1.74111E+14,26006,87056,0.3535
8/16/2018,BAJAJFINSV,EQ,7112.7,7090,7200,7046.1,7071.05,7076,7139.13,207567,1.48185E+14,24650,54006,0.2602
8/17/2018,BAJAJFINSV,EQ,7076,7125,7169,7075,7093,7097.35,7130.55,120981,8.62662E+13,13338,40325,0.3333
8/20/2018,BAJAJFINSV,EQ,7097.35,7129,7159.9,7050,7071,7063.6,7091.77,91898,6.51719E+13,18893,35598,0.3874
8/21/2018,BAJAJFINSV,EQ,7063.6,7104,7130,7012.2,7105,7116.6,7059.88,144611,1.02094E+14,18246,44365,0.3068
8/23/2018,BAJAJFINSV,EQ,7116.6,7170,7185,7075.1,7086.1,7092.1,7134.64,137409,9.80364E+13,18425,43321,0.3153
8/24/2018,BAJAJFINSV,EQ,7092.1,7092,7129,7025.25,7048.05,7050.65,7096.71,128111,9.09166E+13,19707,47063,0.3674
8/27/2018,BAJAJFINSV,EQ,7050.65,7089.2,7112.45,7014.05,7030.45,7030.15,7056.97,136724,9.64857E+13,18556,60689,0.4439
8/28/2018,BAJAJFINSV,EQ,7030.15,7074,7074,6935.95,6973.75,6971.45,6992.76,145321,1.0162E+14,18772,66932,0.4606
8/29/2018,BAJAJFINSV,EQ,6971.45,6975,7042,6900.5,6974.95,6968.55,6958.88,177432,1.23473E+14,15753,77428,0.4364
8/30/2018,BAJAJFINSV,EQ,6968.55,6969,6993.7,6900,6950,6929.9,6932.96,167502,1.16128E+14,13113,92120,0.55
8/31/2018,BAJAJFINSV,EQ,6929.9,6940,6968.4,6725,6753,6747.8,6800.33,223887,1.52251E+14,29065,118071,0.5274
9/3/2018,BAJAJFINSV,EQ,6747.8,6770,6840,6625,6650.05,6652.9,6756.85,196221,1.32584E+14,18856,80646,0.411
9/4/2018,BAJAJFINSV,EQ,6652.9,6660,6673.8,6480.05,6516,6508.2,6548,391449,2.56321E+14,48238,197085,0.5035
9/5/2018,BAJAJFINSV,EQ,6508.2,6500,6559.15,6401,6509.55,6503.05,6489.04,182931,1.18705E+14,25085,53631,0.2932
9/6/2018,BAJAJFINSV,EQ,6503.05,6520,6574.9,6458.9,6526,6547.3,6524.52,155679,1.01573E+14,20800,51215,0.329
9/7/2018,BAJAJFINSV,EQ,6547.3,6600,6639.3,6505,6592,6600.1,6587.71,115576,7.61381E+13,14669,43516,0.3765
9/10/2018,BAJAJFINSV,EQ,6600.1,6580,6581,6315,6335,6347.45,6399.85,238799,1.52828E+14,31155,95806,0.4012
9/11/2018,BAJAJFINSV,EQ,6347.45,6351.1,6479.2,6252,6362,6362.15,6393.9,358140,2.28991E+14,36320,99496,0.2778
9/12/2018,BAJAJFINSV,EQ,6362.15,6351,6474,6320,6413.9,6412.95,6403.48,193742,1.24062E+14,24482,68889,0.3556
9/14/2018,BAJAJFINSV,EQ,6412.95,6479,6799,6402,6775,6709.65,6609.93,265042,1.75191E+14,28068,126859,0.4786
9/17/2018,BAJAJFINSV,EQ,6709.65,6691.2,6699.95,6530,6540.15,6549.95,6595.67,165064,1.08871E+14,17609,50012,0.303
9/18/2018,BAJAJFINSV,EQ,6549.95,6570,6635.6,6495,6520,6527.6,6551.14,222470,1.45743E+14,33104,74837,0.3364
9/19/2018,BAJAJFINSV,EQ,6527.6,6555,6580,6281.05,6310,6312.05,6405.54,207789,1.331E+14,22886,69390,0.3339
9/21/2018,BAJAJFINSV,EQ,6312.05,6362,6445,5366,6275,6259.7,6111.08,681976,4.16761E+14,56726,266323,0.3905
9/24/2018,BAJAJFINSV,EQ,6259.7,6305.6,6307,6007.85,6061.55,6067.65,6108.86,510326,3.11751E+14,69664,219184,0.4295
9/25/2018,BAJAJFINSV,EQ,6067.65,6060,6250,5932.05,6190,6185.65,6115.79,345421,2.11252E+14,38518,98143,0.2841
9/26/2018,BAJAJFINSV,EQ,6185.65,6207,6289,6188,6205,6212.55,6233.31,164588,1.02593E+14,24835,54467,0.3309
9/27/2018,BAJAJFINSV,EQ,6212.55,6219,6240,5955.1,5975.45,5979.8,6066.75,276735,1.67888E+14,23236,110256,0.3984
9/28/2018,BAJAJFINSV,EQ,5979.8,5987,6059.5,5885,6028,6006.2,5976.36,254770,1.5226E+14,29498,78322,0.3074
10/1/2018,BAJAJFINSV,EQ,6006.2,6000,6040,5771,5909,5881.85,5868.44,276252,1.62117E+14,29560,95135,0.3444
10/3/2018,BAJAJFINSV,EQ,5881.85,5908,5949,5701,5714.95,5752.5,5820.39,312920,1.82132E+14,36773,89020,0.2845
10/4/2018,BAJAJFINSV,EQ,5752.5,5660,5730,5524.75,5611,5632.1,5631.61,209825,1.18165E+14,22480,63043,0.3005
10/5/2018,BAJAJFINSV,EQ,5632.1,5614,5721,5222.9,5333.4,5375.65,5532.16,252881,1.39898E+14,28953,67688,0.2677
10/8/2018,BAJAJFINSV,EQ,5375.65,5350,5500,5230.4,5379.95,5395.55,5356.61,271315,1.45333E+14,33193,61867,0.228
10/9/2018,BAJAJFINSV,EQ,5395.55,5412,5580,5275.3,5405,5429.1,5413.42,216160,1.17017E+14,22949,24949,0.1154
10/10/2018,BAJAJFINSV,EQ,5429.1,5455,6014,5430,5980,5961.5,5795.72,514698,2.98304E+14,56537,134078,0.2605
10/11/2018,BAJAJFINSV,EQ,5961.5,5685,5775,5551,5592,5592,5658.74,319463,1.80776E+14,42529,61682,0.1931
10/12/2018,BAJAJFINSV,EQ,5592,5698.5,5910.2,5680.1,5774,5813.55,5815.99,297224,1.72865E+14,35274,74021,0.249
10/15/2018,BAJAJFINSV,EQ,5813.55,5815,5815,5611,5660,5634.25,5681.18,174947,9.93905E+13,25868,49524,0.2831
10/16/2018,BAJAJFINSV,EQ,5634.25,5657,5749.95,5565.55,5620,5657.1,5659.65,219586,1.24278E+14,24460,52074,0.2371
10/17/2018,BAJAJFINSV,EQ,5657.1,5700,5740,5350,5400,5380.25,5521.44,301825,1.66651E+14,26416,109562,0.363
10/19/2018,BAJAJFINSV,EQ,5380.25,5370,5514.05,5240.05,5437,5419.2,5348.15,296640,1.58647E+14,35107,77382,0.2609
10/22/2018,BAJAJFINSV,EQ,5419.2,5470,5511,5206.5,5270,5250.2,5387.37,211210,1.13787E+14,23542,47509,0.2249
10/23/2018,BAJAJFINSV,EQ,5250.2,5250,5285,5055,5166.35,5167.75,5179.27,456251,2.36305E+14,55106,128985,0.2827
10/24/2018,BAJAJFINSV,EQ,5167.75,5200,5448.5,4955,5380,5391.45,5183.74,1105550,5.73089E+14,150747,264292,0.2391
10/25/2018,BAJAJFINSV,EQ,5391.45,5299,5462.05,5257.25,5387,5367.65,5358.14,345421,1.85081E+14,49903,81588,0.2362
10/26/2018,BAJAJFINSV,EQ,5367.65,5380,5434,5258,5388,5399.2,5378.82,290536,1.56274E+14,33234,109012,0.3752
10/29/2018,BAJAJFINSV,EQ,5399.2,5415,5491.05,5353.2,5390,5409.85,5415.73,291708,1.57981E+14,40480,144190,0.4943
10/30/2018,BAJAJFINSV,EQ,5409.85,5420,5455,5322.55,5378,5391.15,5394.24,291037,1.56992E+14,21953,130247,0.4475
10/31/2018,BAJAJFINSV,EQ,5391.15,5413,5436,5241,5381.5,5404.65,5338.47,355131,1.89586E+14,29828,176018,0.4956
11/1/2018,BAJAJFINSV,EQ,5404.65,5420,5467,5370.65,5385,5386.5,5410.71,193618,1.04761E+14,19658,70204,0.3626
11/2/2018,BAJAJFINSV,EQ,5386.5,5395,5623.8,5395,5570,5525.3,5548.31,414185,2.29803E+14,35964,161714,0.3904
11/5/2018,BAJAJFINSV,EQ,5525.3,5560,5653.3,5501.65,5545,5569.6,5586.32,203187,1.13507E+14,31439,62680,0.3085
11/6/2018,BAJAJFINSV,EQ,5569.6,5598.8,5689.8,5564.95,5570,5591,5636.59,208350,1.17438E+14,19719,76187,0.3657
11/7/2018,BAJAJFINSV,EQ,5591,5645,5645,5600,5640,5628.2,5627.79,17624,9.91841E+12,2512,4777,0.2711
11/9/2018,BAJAJFINSV,EQ,5628.2,5680,5725,5595.65,5699,5701.4,5697.13,236068,1.34491E+14,23510,124735,0.5284
11/12/2018,BAJAJFINSV,EQ,5701.4,5705,5783,5516.5,5541,5549.1,5679.5,165617,9.40622E+13,21039,62902,0.3798
11/13/2018,BAJAJFINSV,EQ,5549.1,5541,5609.35,5536.05,5574.9,5571.7,5572.44,148588,8.27998E+13,19581,69536,0.468
11/14/2018,BAJAJFINSV,EQ,5571.7,5606,5648,5560,5569.1,5577.65,5595.41,137523,7.69498E+13,16763,53957,0.3923
11/15/2018,BAJAJFINSV,EQ,5577.65,5578.9,5685,5578.9,5609,5597.1,5624.6,194450,1.0937E+14,21561,90459,0.4652
11/16/2018,BAJAJFINSV,EQ,5597.1,5640,5730,5612.7,5710,5695.65,5663.25,141140,7.99311E+13,19799,51441,0.3645
11/19/2018,BAJAJFINSV,EQ,5695.65,5720,5765,5650,5739,5725.95,5704.54,98362,5.6111E+13,12931,34370,0.3494
11/20/2018,BAJAJFINSV,EQ,5725.95,5715,5764.7,5648,5675.1,5688.55,5694.66,122296,6.96434E+13,18661,31766,0.2597
11/21/2018,BAJAJFINSV,EQ,5688.55,5690,5872.6,5690,5868,5851.95,5786.61,214025,1.23848E+14,27511,54394,0.2541
11/22/2018,BAJAJFINSV,EQ,5851.95,5870,5926.25,5700,5720.15,5723.05,5834.83,198644,1.15905E+14,25136,65554,0.33
11/26/2018,BAJAJFINSV,EQ,5723.05,5730.2,5824.8,5684.5,5740,5737.9,5752.08,203676,1.17156E+14,28828,67404,0.3309
11/27/2018,BAJAJFINSV,EQ,5737.9,5740,5910,5730,5910,5880.35,5834.57,182540,1.06504E+14,22901,55179,0.3023
11/28/2018,BAJAJFINSV,EQ,5880.35,5910,5917.1,5792.55,5830,5818.45,5842.97,128949,7.53445E+13,16468,35829,0.2779
11/29/2018,BAJAJFINSV,EQ,5818.45,5850,6050,5843,6006,6010.75,5989.67,263956,1.58101E+14,28733,82755,0.3135
11/30/2018,BAJAJFINSV,EQ,6010.75,6019.7,6100,5960,6011,5994.35,6000.41,358307,2.14999E+14,44018,224422,0.6263
12/3/2018,BAJAJFINSV,EQ,5994.35,6060,6088.35,5975.05,6029.6,5999.3,6014.74,159769,9.60969E+13,20954,67530,0.4227
12/4/2018,BAJAJFINSV,EQ,5999.3,6020,6090,6004.35,6071.95,6070.2,6051.32,166285,1.00624E+14,21191,73042,0.4393
12/5/2018,BAJAJFINSV,EQ,6070.2,6070,6070,5838.75,5917,5902.5,5933.79,159561,9.46801E+13,27726,69732,0.437
12/6/2018,BAJAJFINSV,EQ,5902.5,5902,5910,5631.55,5641,5667.5,5787.48,192895,1.11638E+14,27292,56404,0.2924
12/7/2018,BAJAJFINSV,EQ,5667.5,5708.4,5875.55,5668.5,5847,5849.9,5769.98,220039,1.26962E+14,28798,55881,0.254
12/10/2018,BAJAJFINSV,EQ,5849.9,5612,5788,5612,5727.7,5693.95,5677.01,245845,1.39566E+14,28025,86464,0.3517
12/11/2018,BAJAJFINSV,EQ,5693.95,5643,5870,5623.1,5870,5827.15,5758.06,231580,1.33345E+14,30537,45132,0.1949
12/12/2018,BAJAJFINSV,EQ,5827.15,5851,6023.6,5851,6001,5989,5939.91,156702,9.30795E+13,18532,39016,0.249
12/13/2018,BAJAJFINSV,EQ,5989,6050,6228,6020.1,6179.45,6159.4,6139.85,272548,1.6734E+14,31070,62747,0.2302
12/14/2018,BAJAJFINSV,EQ,6159.4,6179.9,6208.2,6101.3,6153.1,6177.65,6157.67,168709,1.03885E+14,23032,34913,0.2069
12/17/2018,BAJAJFINSV,EQ,6177.65,6175.05,6199,6050,6089.75,6087.8,6092.07,153950,9.37874E+13,23261,49227,0.3198
12/18/2018,BAJAJFINSV,EQ,6087.8,6090,6165,6076.7,6138.5,6152.65,6134.24,151411,9.28791E+13,16173,26083,0.1723
12/19/2018,BAJAJFINSV,EQ,6152.65,6190,6425,6188.1,6397.95,6405.45,6346.36,355577,2.25662E+14,56446,118942,0.3345
12/20/2018,BAJAJFINSV,EQ,6405.45,6330.05,6421,6302.15,6410,6404.95,6375.12,187601,1.19598E+14,20483,25918,0.1382
12/21/2018,BAJAJFINSV,EQ,6404.95,6447,6500,6296.1,6355.9,6360.1,6387.36,309851,1.97913E+14,36305,87528,0.2825
12/24/2018,BAJAJFINSV,EQ,6360.1,6360.75,6393.95,6260,6280,6274.45,6308.27,132247,8.3425E+13,16718,14457,0.1093
12/26/2018,BAJAJFINSV,EQ,6274.45,6272,6465,6150,6465,6439.05,6322.02,272610,1.72344E+14,26810,33419,0.1226
12/27/2018,BAJAJFINSV,EQ,6439.05,6500,6550,6350,6381,6405.05,6450.86,297717,1.92053E+14,30379,36737,0.1234
12/28/2018,BAJAJFINSV,EQ,6405.05,6424,6530,6412.6,6522,6502.9,6488.84,199807,1.29652E+14,23857,40269,0.2015
12/31/2018,BAJAJFINSV,EQ,6502.9,6548,6591.2,6436.2,6472.15,6476.95,6510.95,204888,1.33402E+14,24167,43035,0.21
1/1/2019,BAJAJFINSV,EQ,6476.95,6515,6530,6418,6515,6521.95,6477.89,141821,9.18702E+13,13006,24254,0.171
1/2/2019,BAJAJFINSV,EQ,6521.95,6475,6526,6360,6404,6384,6440.03,221274,1.42501E+14,21556,70111,0.3169
1/3/2019,BAJAJFINSV,EQ,6384,6439,6479.9,6331.65,6390,6383.3,6406.39,215845,1.38279E+14,24053,32329,0.1498
1/4/2019,BAJAJFINSV,EQ,6383.3,6419.95,6460,6357,6418,6410.45,6404.79,156323,1.00122E+14,17590,18048,0.1155
1/7/2019,BAJAJFINSV,EQ,6410.45,6450.5,6500,6385,6416,6407.15,6432.71,103217,6.63965E+13,11119,22874,0.2216
1/8/2019,BAJAJFINSV,EQ,6407.15,6430,6460,6355,6442,6443.05,6407.87,111249,7.12869E+13,11483,23364,0.21
1/9/2019,BAJAJFINSV,EQ,6443.05,6460,6476,6365,6425,6399.1,6412.72,159769,1.02455E+14,17959,41196,0.2578
1/10/2019,BAJAJFINSV,EQ,6399.1,6425,6430,6337.7,6339.95,6371.95,6388.12,164715,1.05222E+14,29888,83767,0.5086
1/11/2019,BAJAJFINSV,EQ,6371.95,6355,6389.9,6291,6388.9,6371.65,6346.12,122432,7.76969E+13,14893,31153,0.2545
1/14/2019,BAJAJFINSV,EQ,6371.65,6388.9,6388.9,6265,6364,6368.8,6319.33,152409,9.63123E+13,16885,50900,0.334
1/15/2019,BAJAJFINSV,EQ,6368.8,6385,6524,6380,6493,6509.7,6456.6,133336,8.60897E+13,16804,30979,0.2323
1/16/2019,BAJAJFINSV,EQ,6509.7,6500,6535,6440.4,6445,6464.85,6480.99,119680,7.75645E+13,15044,27526,0.23
1/17/2019,BAJAJFINSV,EQ,6464.85,6466,6485,6336.05,6354.95,6359,6401.71,139043,8.90112E+13,17171,45408,0.3266
1/18/2019,BAJAJFINSV,EQ,6359,6366.1,6379.95,6230,6236,6249.9,6273.7,191626,1.2022E+14,24548,91049,0.4751
1/21/2019,BAJAJFINSV,EQ,6249.9,6253.85,6400,6211.1,6380,6384.55,6343.19,177176,1.12386E+14,19736,27972,0.1579
1/22/2019,BAJAJFINSV,EQ,6384.55,6377,6447.05,6350,6429.85,6435.55,6408.58,173775,1.11365E+14,22483,43134,0.2482
1/23/2019,BAJAJFINSV,EQ,6435.55,6429.85,6528,6405,6505,6493.15,6480.66,187445,1.21477E+14,15533,78634,0.4195
1/24/2019,BAJAJFINSV,EQ,6493.15,6515,6517.5,6382.05,6420,6407.3,6439.39,108993,7.01848E+13,12871,26818,0.2461
1/25/2019,BAJAJFINSV,EQ,6407.3,6479.9,6479.9,6286.95,6322.75,6321.55,6392.38,92525,5.91455E+13,12767,19339,0.209
1/28/2019,BAJAJFINSV,EQ,6321.55,6335,6352.8,5948.8,6050,6050.9,6095.23,299286,1.82422E+14,39644,92111,0.3078
1/29/2019,BAJAJFINSV,EQ,6050.9,6015,6295,5951,6295,6233.05,6128.04,578958,3.54788E+14,61924,86382,0.1492
1/30/2019,BAJAJFINSV,EQ,6233.05,6295,6368.8,6200.35,6212.1,6247.2,6292.28,338788,2.13175E+14,47081,67168,0.1983
1/31/2019,BAJAJFINSV,EQ,6247.2,6244.2,6268.9,6050,6109,6091.9,6103.25,377632,2.30478E+14,48045,193022,0.5111
2/1/2019,BAJAJFINSV,EQ,6091.9,6123.9,6250,6055,6110.8,6096.95,6141.37,311984,1.91601E+14,44856,90120,0.2889
2/4/2019,BAJAJFINSV,EQ,6096.95,6110.85,6122,5995.65,6014,6009.2,6030.63,128108,7.72572E+13,14895,41147,0.3212
2/5/2019,BAJAJFINSV,EQ,6009.2,6019.95,6064,5969,6034.9,6017.1,6016.1,175304,1.05465E+14,23850,58913,0.3361
2/6/2019,BAJAJFINSV,EQ,6017.1,6059,6231,6048.8,6210.1,6208.65,6151.87,228970,1.40859E+14,30349,66580,0.2908
2/7/2019,BAJAJFINSV,EQ,6208.65,6219.95,6288.95,6200,6237,6253.1,6249.89,134879,8.42978E+13,14906,24844,0.1842
2/8/2019,BAJAJFINSV,EQ,6253.1,6254.6,6294.45,6150.95,6178,6182.7,6240.66,138456,8.64057E+13,19600,48384,0.3495
2/11/2019,BAJAJFINSV,EQ,6182.7,6184,6223.5,6077.1,6099,6096.25,6123.79,113518,6.95161E+13,15791,41983,0.3698
2/12/2019,BAJAJFINSV,EQ,6096.25,6115,6174,6065.1,6104,6096.4,6101.46,148869,9.08318E+13,22665,62424,0.4193
2/13/2019,BAJAJFINSV,EQ,6096.4,6165,6216.35,6099.8,6119,6127.65,6168.33,262494,1.61915E+14,36665,122546,0.4669
2/14/2019,BAJAJFINSV,EQ,6127.65,6119,6140.45,6025,6045,6035.6,6071.04,198337,1.20411E+14,21192,90060,0.4541
2/15/2019,BAJAJFINSV,EQ,6035.6,6050,6080,5855,6070,6025.45,5959.98,277871,1.65611E+14,33013,88880,0.3199
2/18/2019,BAJAJFINSV,EQ,6025.45,6069,6083.05,5860.35,5886,5885.15,5906.47,245222,1.4484E+14,29534,54206,0.221
2/19/2019,BAJAJFINSV,EQ,5885.15,5886.5,6030,5862.35,5960,5969.75,5978.4,213067,1.2738E+14,23996,45571,0.2139
2/20/2019,BAJAJFINSV,EQ,5969.75,6007,6045,5932.2,6005,5998.45,5985.83,161713,9.67987E+13,23617,31486,0.1947
2/21/2019,BAJAJFINSV,EQ,5998.45,6040,6220,5982,6191.05,6169.1,6099.84,230121,1.4037E+14,21194,86921,0.3777
2/22/2019,BAJAJFINSV,EQ,6169.1,6170,6272.7,6146.95,6199,6195.65,6211.8,211012,1.31076E+14,24121,46597,0.2208
2/25/2019,BAJAJFINSV,EQ,6195.65,6220,6391.3,6180,6367.05,6333.55,6272.8,232170,1.45636E+14,31899,94163,0.4056
2/26/2019,BAJAJFINSV,EQ,6333.55,6265,6498.25,6241.15,6459,6452.65,6405.15,564523,3.61586E+14,62429,162637,0.2881
2/27/2019,BAJAJFINSV,EQ,6452.65,6475,6509.7,6380.05,6403,6419.85,6430.21,298539,1.91967E+14,40485,96014,0.3216
2/28/2019,BAJAJFINSV,EQ,6419.85,6478,6480,6413.1,6448,6462.45,6450.9,158931,1.02525E+14,21103,41713,0.2625
3/1/2019,BAJAJFINSV,EQ,6462.45,6480,6540,6428.05,6435,6440.6,6476.46,222076,1.43827E+14,25908,38023,0.1712
3/5/2019,BAJAJFINSV,EQ,6440.6,6440,6650,6386,6610,6543.75,6480.38,229793,1.48915E+14,26539,73919,0.3217
3/6/2019,BAJAJFINSV,EQ,6543.75,6610,6625,6518.35,6601,6609.15,6578.91,236921,1.55868E+14,28690,57934,0.2445
3/7/2019,BAJAJFINSV,EQ,6609.15,6580.1,6668.6,6565,6581.7,6598.5,6604.54,199032,1.31451E+14,25320,57529,0.289
3/8/2019,BAJAJFINSV,EQ,6598.5,6570,6640,6550,6616.5,6616.95,6596.29,144867,9.55585E+13,16510,32771,0.2262
3/11/2019,BAJAJFINSV,EQ,6616.95,6616.5,6812.1,6612.25,6800,6783.6,6738.37,268460,1.80898E+14,36089,100320,0.3737
3/12/2019,BAJAJFINSV,EQ,6783.6,6858,6891,6791.8,6860,6860.9,6850.44,262373,1.79737E+14,42104,86798,0.3308
3/13/2019,BAJAJFINSV,EQ,6860.9,6850,6931,6792.65,6915,6898.2,6863.59,221233,1.51845E+14,25257,38040,0.1719
3/14/2019,BAJAJFINSV,EQ,6898.2,6900,6955,6857.65,6935,6932.1,6909.45,181236,1.25224E+14,18115,30161,0.1664
3/15/2019,BAJAJFINSV,EQ,6932.1,6920,7004,6900,6924.35,6927.95,6955.56,219456,1.52644E+14,25402,93297,0.4251
3/18/2019,BAJAJFINSV,EQ,6927.95,6970,7044.9,6880.05,7021,7006.8,6952.35,171373,1.19144E+14,17955,35905,0.2095
3/19/2019,BAJAJFINSV,EQ,7006.8,7000,7036,6950,6950,6975.65,6988.83,160837,1.12406E+14,19957,40202,0.25
3/20/2019,BAJAJFINSV,EQ,6975.65,6990,6998.7,6907.2,6970,6953.5,6957.82,119525,8.31634E+13,15741,24434,0.2044
